id,name,ingredients,recipes,img,video,ingredients_list
1,김성주 '연복풍 탕수육',"소고기 안심,    튀김가루,    적양배추,    대파,    마늘,   고춧가루,    전분,    설탕,    식초,    간장,    양파,    당근,   청양고추,    케첩,    전분","  1. 끓는 기름에 적당한 크기로 썬 대파와 으깬 마늘, 고춧가루를 넣고 고추기름을 낸다.  2. 소고기 안심을 두드려 납작하게 만든다.  3. 납작하게 만든 소고기 안심을 적당한 크기로 썬다.  4. 튀김가루, 전분, 물을 섞어 튀김옷을 만든다.  5. 소고기 안심에 튀김옷을 입혀 기름에 튀긴다.  6. 고추기름을 면보에 걸러 건더기를 걸러낸다.  7. 튀긴 소고기 안심을 건진다.  8. 설탕, 식초, 간장, 물을 섞어 탕수소스를 만든다.  9. 양파, 적양배추, 당근, 청양고추를 적당한 크기로 썬다.  10. 튀긴 소고기 안심을 한 번 더 튀겨낸다.  11. 고추기름을 두른 팬에 손질한 채소를 볶다가 케첩을 넣는다.  12. 볶던 재료에 탕수소스를 붓고 끓인다.  13. 튀긴 소고기 안심을 건져 기름기를 뺀다.  14. 탕수소스에 전분물을 넣어 농도를 조절한다.  15. 접시에 튀긴 소고기 안심을 담고 탕수소스를 부어 마무리한다.",https://fs.jtbc.co.kr/joydata/CP00000001/prog/enter/janggo/img/20171121_113853_246.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10192945/view,"['소고기 안심', '튀김가루', '적양배추', '대파', '마늘', '고춧가루', '전분', '설탕', '식초', '간장', '양파', '당근', '청양고추', '케첩', '전분']"
2,안정환 '테리우스테이크',"스테이크용 부챗살,    파프리카,    전복,    발사믹 식초,   미역,    참기름,    양파,    마늘,    버터,    다진 마늘,    설탕,   소금,    후추,    라면,    레몬,    올리브오일,    대파","  1. 양파를 잘게 썬다.  2. 파프리카를 직화한다.  3. 마늘은 편으로 썰고, 전복은 손질해 잘게 썬다.  4. 팬에 버터를 두른 뒤, 편마늘과 잘게 썬 양파, 다진 마늘, 발사믹 식초를 넣고 끓인다.  5. 4에 설탕, 잘게 썬 전복을 넣고 볶아 전복발사믹소스를 만든다.  6. 스테이크용 부챗살에 소금, 후추로 간 한 뒤, 칼집을 낸다.  7. 손질한 스테이크용 부챗살을 그릴팬에 굽는다.  8. 냄비에 불린 미역을 볶는다.  9. 볶던 미역에 참기름을 넣고, 뜨거운 물을 부어 미역국을 끓인다.  10. 미역국에 라면수프와 면을 넣고 끓여 미역라면을 만든다.  11. 접시에 전복발사믹소스를 깔고, 부챗살 스테이크를 올린다.  12. 직화한 파프리카의 탄 부분을 벗겨내고, 적당한 크기로 썰어 스테이크에 곁들인다.  13. 스테이크 위에 레몬껍질을 갈아 올린다.  14. 스테이크 위에 올리브오일, 레몬즙을 뿌린다.  15. 그릇에 미역라면을 담고, 잘게 썬 대파를 올려 마무리한다.",https://fs.jtbc.co.kr/joydata/CP00000001/prog/enter/janggo/img/20171121_115459_726.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10192947/view,"['스테이크용 부챗살', '파프리카', '전복', '발사믹 식초', '미역', '참기름', '양파', '마늘', '버터', '다진 마늘', '설탕', '소금', '후추', '라면', '레몬', '올리브오일', '대파']"
3,고든램지 '퀵! 차돌박이 볶음 말이',"알배추,    적양파,    청양고춧가루,    아스파라거스,   불고기양념,    굴소스,    팽이버섯,    쪽파,    올리브오일,   참기름,    홍고추,    대파,    마늘,    소금,    즉석밥","  1. 알배추, 적양파를 채 썬다.  2. 올리브오일과 참기름을 두른 팬에 채 썬 적양파, 홍고추, 대파를 볶는다.  3. 볶던 채소에 마늘, 청양고춧가루를 넣고 볶는다.  4. 아스파라거스를 적당한 길이로 썰어 기름을 두른 팬에 굽다가 소금으로 간한다.  5. 구운 아스파라거스를 접시에 옮겨 불고기양념과 굴소스를 바른다.  6. 채소를 볶던 팬에 채 썬 알배추와 굴소스를 넣고 볶는다.  7. 채소볶음에 팽이버섯을 넣고 버무린다.  8. 전자레인지에 즉석밥을 넣고 돌린다.  9. 기름을 두른 팬에 밥을 편 뒤, 눌러서 굽는다.  10. 기름을 두른 팬에 차돌박이를 굽다가 소금으로 간 한다.  11. 구운 차돌박이 위에 볶은 채소와 구운 아스파라거스를 올리고 돌돌 말아 차돌박이롤을 만든다.  12. 차돌박이롤에 불고기양념을 바른다.  13. 기름을 두른 팬에 차돌박이롤을 굽는다.  14. 구운 밥을 모양내서 자른 뒤, 접시에 올린다.  15. 구운 밥 위에 차돌박이롤을 올린다.  16. 차돌박이롤 위에 불고기양념을 바르고, 볶은 채소를 얹는다.  17. 잘게 썬 쪽파를 뿌려 마무리한다.",https://fs.jtbc.co.kr/joydata/CP00000001/prog/enter/janggo/img/20171212_102102_429.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10196622/view,"['알배추', '적양파', '청양고춧가루', '아스파라거스', '불고기양념', '굴소스', '팽이버섯', '쪽파', '올리브오일', '참기름', '홍고추', '대파', '마늘', '소금', '즉석밥']"
4,레이먼킴 '팬타스틱',"아스파라거스,    베이컨,    소시지,    맥주,    팬케이크가루,    모차렐라치즈,    액상조미료,   양파,    마늘,    달걀,    연겨자,    버터,    올리브오일,    밀가루,    후추","  1. 아스파라거스를 적당한 크기로 손질한다.  2. 양파, 베이컨을 적당한 크기로 썰어 팬에 볶는다.  3. 다른 팬에 적당한 크기로 썬 소시지와 마늘을 볶다가, 맥주를 붓고 끓인다.  4. 3에 손질한 아스파라거스를 넣는다.  5. 맥주, 연겨자, 달걀, 팬케이크가루를 섞어 팬케이크반죽을 만든다.  6. 팬케이크반죽에 모차렐라치즈를 넣는다.  7. 유리냄비에 버터를 묻히고, 볶은 양파와 베이컨, 팬케이크반죽을 넣고 전자레인지에서 익힌다.  8. 볶던 양파와 베이컨에 버터와 올리브오일을 넣고 다시 한 번 볶는다.  9. 8에 밀가루, 맥주를 넣고 끓이다가, 액상조미료를 넣고 끓인 육수를 부어 함께 끓인다.  10. 끓이던 재료에 후추를 넣어 소스를 만든다.  11. 전자레인지에 익힌 팬케이크반죽을 꺼내 맥주에 끓인 소시지와아스파라거스를 넣고, 다시 한 번 익혀 낸다.  12. 소스를 유리냄비에 부어 따로 낸다.",https://fs.jtbc.co.kr/prog/enter/janggo/Img/20170124_112405_0688.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10132817/view,"['아스파라거스', '베이컨', '소시지', '맥주', '팬케이크가루', '모차렐라치즈', '액상조미료', '양파', '마늘', '달걀', '연겨자', '버터', '올리브오일', '밀가루', '후추']"
5,김민준 '콩닭거렸쌈',"인스턴트 닭발,    송편,    곶감,    블루베리,    꿀에 절인 인삼,    인삼음료,    마누카 꿀,    흑마늘액,    능이버섯 달인 물,   땅콩,    콩잎장아찌,    증류소주,    영양부추,    레몬,    설탕,    물엿,    참기름,    깨,    소금,    겨자,    즉석밥","  1. 냄비에 인삼음료를 넣고 끓인다.  2. 끓이던 인삼음료에 설탕, 물, 물엿, 마누카 꿀을 넣고 끓인다.  3. 끓이던 재료에 꿀에 절인 인삼을 넣어 인삼소스를 만든다.  4. 기름을 두른 팬에 송편을 굽는다.  5. 전자레인지에 즉석밥을 넣고 돌린다.  6. 구운 송편을 볼에 담아 식힌다.  7. 송편을 구웠던 팬에 적당한 크기로 자른 곶감과 으깬 땅콩을 넣고 볶는다.  8. 기름을 두른 팬에 인스턴트 닭발을 볶다가 적당한 크기로 자른 뒤, 레몬즙을 넣는다.  9. 콩잎장아찌를 물에 헹군 뒤, 물기를 제거한다.  10. 끓이던 인삼소스에 볶은 곶감과 땅콩을 넣고 졸여 강정소스를 만든다.  11. 구운 송편을 접시에 담고, 강정소스를 뿌려 송편 강정을 만든다.  12. 볼에 밥, 영양부추, 참기름, 깨, 볶은 닭발을 넣고 버무린다.  13. 12를 적당한 크기로 뭉친 뒤, 콩잎장아찌로 감싸 접시에 담는다.  14. 칵테일 셰이커에 증류소주, 능이버섯 달인 물, 레몬즙을 넣고 섞는다.  15. 유리잔에 레몬즙과 소금을 차례로 묻힌다.  16. 볼에 흑마늘액, 겨자를 넣고 섞어 흑마늘소스를 만든 뒤, 콩잎쌈밥에 곁들인다.  17. 소금을 묻힌 유리잔에 능이버섯주를 담아 마무리한다.",https://fs.jtbc.co.kr/prog/enter/janggo/Img/20161018_123315_8594.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10121292/view,"['인스턴트 닭발', '송편', '곶감', '블루베리', '꿀에 절인 인삼', '인삼음료', '마누카 꿀', '흑마늘액', '능이버섯 달인 물', '땅콩', '콩잎장아찌', '증류소주', '영양부추', '레몬', '설탕', '물엿', '참기름', '깨', '소금', '겨자', '즉석밥']"
6,김민준 '안심하고 드세요',"소고기 안심,    허브크림치즈,    트러플 치즈소스,    과일치즈,    고다치즈,    카사바칩,    타임,    플레인 요거트,   블루베리 퓌레,    칼라만시원액,    발사믹 식초,    올리브 오일,    후추,    소금,    달걀,    밀가루,    레몬","  1. 비닐팩에 올리브 오일을 뿌리고, 안심을 넣는다.  2. 비닐팩에 넣은 안심을 고기망치로 두드려 얇게 편다.  3. 고기망치로 편 고기를 칼등으로 두드리고 후추로 간을 한다.  4. 손질한 안심을 적당한 크기로 썰어 소금으로 간을 한다.  5. 허브크림치즈, 트러플 치즈소스, 과일치즈, 고다치즈를 넣고 돌돌 말아 고정한다.  6. 핸드블렌더에 카사바칩을 넣고 간다.  7. 달걀을 풀어 달걀물을 만든다.  8. 안심치즈말이에 밀가루>달걀물>카사바칩 가루 순으로 튀김옷을 입힌 뒤, 기름에 튀긴다.  9. 안심치즈말이를 튀기는 기름에 타임을 넣고 함께 튀겨 향을 입힌다.  10. 튀긴 타임을 접시에 깔고 플레인 요거트와 블루베리 퓌레, 발사믹 식초를 곁들인다.  11. 접시에 안심치즈말이를 올리고 레몬즙을 뿌린다.  12. 안심치즈 말이 위에 칼라만시원액을 뿌려 완성한다.",https://fs.jtbc.co.kr/prog/enter/janggo/Img/20170516_102555_9222.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10149209/view,"['소고기 안심', '허브크림치즈', '트러플 치즈소스', '과일치즈', '고다치즈', '카사바칩', '타임', '플레인 요거트', '블루베리 퓌레', '칼라만시원액', '발사믹 식초', '올리브 오일', '후추', '소금', '달걀', '밀가루', '레몬']"
7,김성주 '가슴이 심쿵해',"닭가슴살,    파슬리,    애호박,    양파,    발사믹 드레싱,    후추,   소금,    올리브 오일,    설탕,    양파,    꿀,    다진 마늘,    양파","  1. 닭가슴살을 얇게 포를 뜬다.  2. 얇게 포를 뜬 닭가슴살에 후추, 소금, 올리브 오일로 밑간을 한다.  3. 팬에 호일을 깔고 파슬리, 설탕을 넣어 연기를 낸다.  4. 석쇠 위에 밑간을 한 닭가슴살을 올리고 뚜껑을 덮어 훈제를 한다.  5. 애호박, 양파를 썰어 팬에 볶는다.  6. 올리브 오일, 발사믹 드레싱, 꿀을 섞는다.  7. 6에 소금, 후추, 다진 마늘을 넣은 뒤 애호박, 양파를 넣고 버무려 샐러드를 만든다.  8. 접시에 훈제한 닭가슴살과 샐러드를 담아 완성한다.",https://fs.jtbc.co.kr/prog/enter/janggo/Img/20151110_131742_9159.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10084707/view,"['닭가슴살', '파슬리', '애호박', '양파', '발사믹 드레싱', '후추', '소금', '올리브 오일', '설탕', '양파', '꿀', '다진 마늘', '양파']"
8,김승민 '나베로 이경?',"양념 소갈비,    부추,    새우,    배추김치,    명이나물 장아찌,    통조림 참치샐러드,    베이크드 빈,    스키야키 소스,    쯔유,    연어육포,    닭봉,    칼국수라면,    비엔나소시지,    고춧가루,    대파,    밀가루,    달걀,    홍고추,    청양고추,    식용유,    후추","  1. 토치를 이용해 대파, 연어육포, 양념 소갈비를 직화해 훈연 향을 입힌다.  2. 직화한 소갈비의 뼈를 제거하고, 연어육포를 적당한 크기로 썬다.  3. 끓는 물에 소갈비의 뼈, 연어육포, 베이크드 빈을 넣고 끓여 나베 국물을 만든다.  4. 배추김치를 물에 씻은 뒤 적당한 크기로 썬다.  5. 4의 배추김치를 나베 국물에 넣는다.  6. 5에 고춧가루를 넣는다.  7. 적당한 크기로 썬 부추, 쯔유를 6에 넣는다.  8. 문어 모양을 낸 비엔나소시지를 7에 넣는다.  9. 끓는 물에 칼국수라면 면을 넣고 삶는다.  10. 손질한 새우를 밀가루에 묻혀 끓는 물에 데친다.  11. 삶은 면을 얼음물에 넣어 식히고, 데친 새우를 나베 국물에 넣는다.  12. 달걀을 풀어 달걀물을 만든다.  13. 양념 소갈비에 밀가루>달걀물 순으로 묻힌 뒤, 기름을 두른 팬에 구워 육전을 만든다.  14. 통조림 참치샐러드, 달걀물, 다진 홍고추와 청양고추, 밀가루를 섞어 완자 반죽을 만든다.  15. 끓는 물에 완자 반죽을 삶은 뒤 나베 국물에 넣는다.  16. 닭봉을 기름에 튀긴다.  17. 적당한 크기로 썬 직화한 대파, 명이나물 장아찌, 육전을 나베 국물에 넣는다.  18. 얼음물에 식힌 면에 밀가루를 묻힌 뒤 기름을 두른 팬에 굽는다.  19. 굽던 면을 뒤집어 준 뒤 토치로 직화한다.  20. 달걀노른자에 스키야키 소스, 잘게 썬 대파를 넣어 소스를 만든다.  21. 튀긴 닭봉을 나베 국물에 넣는다.  22. 21에 후추를 뿌린다.  23. 직화한 구운 면을 나베에 넣는다.",https://fs.jtbc.co.kr/joydata/CP00000001/prog/enter/janggo/img/20190409_105730_211_1.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10289490/view,"['양념 소갈비', '부추', '새우', '배추김치', '명이나물 장아찌', '통조림 참치샐러드', '베이크드 빈', '스키야키 소스', '쯔유', '연어육포', '닭봉', '칼국수라면', '비엔나소시지', '고춧가루', '대파', '밀가루', '달걀', '홍고추', '청양고추', '식용유', '후추']"
9,김승민 '돈플갱어',"돼지 앞다릿살,    황태채,    으깬 병아리콩,    아몬드가루,    나박김치,    생강청,    소고기 장조림,    커민,    후추,    감자,    단호박,    브로콜리,    체리,    쌀가루,    후추,    버터,    간장,    맛술,    청주,    다진생강,    소금,    레몬","  1. 믹서기에 황태채를 넣고 뜨거운 물을 붓는다.  2. 돼지 앞다릿살의 비계를 떼어낸다.  3. 후추를 뿌린 돼지 앞다릿살을 석쇠에 올려 굽는다.  4. 황태채, 물을 갈아 만든 황태채 육수를 체에 밭쳐 곱게 거른다.  5. 믹서기에 황태채 육수, 으깬 병아리콩, 아몬드가루를 넣고 간다.  6. 버터를 두른 팬에 병아리콩 수프를 부어 끓인다.  7. 브로콜리, 단호박을 적당한 크기로 썬 뒤 끓는 물에 데친다.  8. 버터를 두른 팬에 체리, 데친 브로콜리와 단호박을 넣어 볶는다.  9. 손질한 감자에 모양을 낸 뒤 슬라이스한다.  10. 9에 쌀가루를 묻힌 뒤 기름에 튀긴다.  11. 간장, 맛술, 청주, 다진생강을 섞어 소스를 만든다.  12. 돼지 앞다릿살에 간장소스를 발라가며 굽는다.  13. 병아리콩 수프에 버터를 넣고 끓인다.  14. 병아리콩 수프에 소금으로 간한다.  15. 구운 돼지 앞다릿살을 적당한 크기로 썬다.  16. 돼지 앞다릿살, 볶은 재료들을 그릇에 담는다.  17. 나박김치에 생강청, 레몬즙을 넣은 뒤 그릇에 담아낸다.  18. 17에 레몬껍질을 갈아 올린다.  19. 종지에 소고기 장조림 국물을 담는다.  20. 19에 커민을 넣는다.  21. 병아리콩 수프를 그릇에 담는다.  22. 21에 아몬드가루를 뿌린다.  23. 아몬드가루를 토치로 직화한다.  24. 날개 모양의 감자칩을 그릇에 올린다.",https://fs.jtbc.co.kr/joydata/CP00000001/prog/enter/janggo/img/20190319_095337_043_1.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10285654/view,"['돼지 앞다릿살', '황태채', '으깬 병아리콩', '아몬드가루', '나박김치', '생강청', '소고기 장조림', '커민', '후추', '감자', '단호박', '브로콜리', '체리', '쌀가루', '후추', '버터', '간장', '맛술', '청주', '다진생강', '소금', '레몬']"
10,김승민 '샘해밍떡',"기리모찌,    달래,    잣,    은행,    꽃게,    라이스페이퍼,    셀러리,    조미김,    콜라비,    비트,    파프리카,    식초양념장,    유자식초,    시콰사 마멀레이드,    새우살,    라임,    토마토 처트니,    쯔유,    알목심,    다진 소고기,    달걀,    밀가루,    다진 생강,    당근,    튀김가루,    전분,    참기름","  1. 밀대를 이용해 꽃게의 살을 발라낸다.  2. 새우살을 잘게 다진 뒤 꽃게살과 섞는다.  3. 파프리카와 달래를 적당한 크기로 썬 뒤 끓는 물에 데친다.  4. 꽃게살과 새우살에 달래, 파프리카, 달걀흰자, 밀가루, 다진 생강을 넣어 게살 반죽을 만든다.  5. 콜라비, 당근, 비트의 속을 반원 모양으로 파낸 뒤 찬물에 담가둔다.  6. 식초양념장, 유자식초, 5와 라임즙을 넣어 장아찌를 만든다.  7. 라이스페이퍼에 물뿌리개로 물을 뿌린다.  8. 라이스페이퍼에 알목심>조미김>게살 반죽을 올리고 물뿌리개로 물을 뿌린 뒤 말아준다.  9. 물, 튀김가루, 전분을 섞어 튀김옷을 만든다.  10. 김말이에 튀김옷을 묻힌다.  11. 10을 끓는 기름에 넣고 튀긴다.  12. 기리모찌를 반으로 썬다.  13. 팬에 기리모찌, 참기름, 쯔유, 물을 넣는다.  14. 13의 팬에 토마토 처트니를 넣어 궁중떡볶이를 만든다.  15. 셀러리에 칼집을 낸 뒤 길게 썰어 딜과 함께 찬물에 넣어둔다.  16. 궁중떡볶이에 잣, 은행, 다진 소고기를 넣는다.  17. 김말이 튀김을 건져낸 뒤 적당한 크기로 썬다.  18. 시콰사 마멀레이드, 유자식초를 섞어 소스를 만든다.  19. 김말이 튀김과 궁중떡볶이가 담긴 접시에 셀러리와 장아찌를 올린다.  20. 19에 딜을 잘게 뜯어 올려 마무리한다.",https://fs.jtbc.co.kr/joydata/CP00000001/prog/enter/janggo/img/20190416_100449_332_1.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10290720/view,"['기리모찌', '달래', '잣', '은행', '꽃게', '라이스페이퍼', '셀러리', '조미김', '콜라비', '비트', '파프리카', '식초양념장', '유자식초', '시콰사 마멀레이드', '새우살', '라임', '토마토 처트니', '쯔유', '알목심', '다진 소고기', '달걀', '밀가루', '다진 생강', '당근', '튀김가루', '전분', '참기름']"
